plf;numero;impot;perimetre;libelle;finalite;creation;modification;fin_fait_generateur;fin_incidence;beneficiaires;fiabilite;norme;methode;reference;mission;changement_methode;regime;page_source
2018;120508;Impôt sur le revenu;depense_fiscale;Prélèvement libératoire, sur option, au taux de 7,5% sur les prestations de retraite servies sous forme de capital à compter de 2011. Etalement sur 5 ans de l’imposition du versement en capital issu d’un plan d’épargne retraite populaire avant 2011;;2006;2011;dépense fiscale non-bornée;dépense fiscale non-bornée;28 846 ménages;Bonne;;Simulation;158-5-b quinquies et 163 bis;Cohésion des territoires / Urbanisme, territoires et amélioration de l'habitat (P135) Missions et programmes Engagements financiers de l'État / Épargne (P145) à titre subsidiaire :;;B;86
2019;120508;Impôt sur le revenu;depense_fiscale;Prélèvement libératoire, sur option, au taux de 7,5% sur les prestations de retraite ser sous forme de capital à compter de 2011. Etalement sur 5 ans de l’imposition du versement en capital issu d’un plan d’épargne retraite populaire avant 2011;;2006;2011;dépense fiscale non-bornée;dépense fiscale non-bornée;29 539 ménages;Bonne;;Simulation;158-5-b quinquies et 163 bis;Cohésion des territoires / Urbanisme, territoires et amélioration de l'habitat (P135) Missions et programmes Engagements financiers de l'État / Épargne (P145) à titre subsidiaire :;;B;92
2020;120508;Impôt sur le revenu;depense_fiscale;compter de 2011. Etalement sur 5 ans de l’imposition du versement en capital issu d’un plan d’épargne retraite populaire avant 2011;;2006;2011;non borné;non bornée;35 043 Menages;Bonne;;Simulation;code général des impôts 158-5-b quinquies et 163 bis;Cohésion des territoires/ P135 Urbanisme, territoires et amélioration de l'habitat;;C;
2021;120508;Impôt sur le revenu;depense_fiscale;"correspondant aux produits provenant d'un plan d'épargne retraite ; 7,5 % pour les autres prestations de retraite servies sous forme de capital";Aider les personnes retraitées à acquérir leur logement;2006;2019;non borné;non bornée;25 845 Menages;Bonne;;Simulation;code général des impôts 158-5-b quinquies-2° et 163 bis;Cohésion des territoires/ P135 Urbanisme, territoires et amélioration de l'habitat;;C;92
2022;120508;Impôt sur le revenu;depense_fiscale;"correspondant aux produits provenant d'un plan d'épargne retraite ; 7,5 % pour les autres prestations de retraite servies sous forme de capital";Aider les personnes retraitées à acquérir leur logement;2006;2019;non borné;non bornée;27 536 Ménages;Bonne;;Simulation;code général des impôts 158-5-b quinquies-2° et 163 bis;Cohésion des territoires/ P135 Urbanisme, territoires et amélioration de l'habitat;;C;92
2023;120508;Impôt sur le revenu;depense_fiscale;"Imposition au taux forfaitaire des prestations de retraite versées sous forme de capital : 12,8 % pour la part correspondant aux produits provenant d'un plan d'épargne retraite ; 7,5 % pour les autres prestations de retraite servies sous forme de capital";Aider les personnes retraitées à acquérir leur logement;2006;2019;non borné;non bornée;35 534 Ménages;Bonne;"Barème progressif de l'impôt sur le revenu dans la catégorie ""traitements et salaires"" de l'ensemble des revenus";Simulation;code général des impôts 158-5-b quinquies-2° et 163 bis;Cohésion des territoires/ P135 Urbanisme, territoires et amélioration de l'habitat;;C;92
2024;120508;Impôt sur le revenu;depense_fiscale;"Imposition au taux forfaitaire des prestations de retraite versées sous forme de capital : 12,8 % pour la part correspondant aux produits provenant d'un plan d'épargne retraite ; 7,5 % pour les autres prestations de retraite servies sous forme de capital";Aider les personnes retraitées à acquérir leur logement;2006;2019;non borné;non bornée;63 572 Ménages;Bonne;"Barème progressif de l'impôt sur le revenu dans la catégorie ""traitements et salaires"" de l'ensemble des";Simulation;code général des impôts 158-5-b quinquies-2° et 163 bis;Cohésion des territoires/ P135 Urbanisme, territoires et amélioration de l'habitat;;C;92
2025;120508;Impôt sur le revenu;depense_fiscale;"Imposition au taux forfaitaire des prestations de retraite versées sous forme de capital : 12,8 % pour la part correspondant aux produits provenant d'un plan d'épargne retraite ; 7,5 % pour les autres prestations de retraite servies sous forme de capital";Aider les personnes retraitées à acquérir leur logement;2006;2019;non borné;non bornée;78 156 Ménages;Bonne;"Barème progressif de l'impôt sur le revenu dans la catégorie ""traitements et salaires"" de l'ensemble des";Simulation;code général des impôts 158-5-b quinquies-2° et 163 bis;Engagements financiers de l'État/ P145 Épargne;;C;92
2017;120509;Impôt sur le revenu;depense_fiscale;Etalement sur quatre ans de l'imposition du montant des primes versées par l'Etat sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;Aider les bénéficiaires de récompenses civiles et militaires;2015;2015;dépense fiscale non-bornée;dépense fiscale non-bornée;0 ménages;Ordre de grandeur;;Reconstitution de base taxable à partir de données autres que fiscales;163-0 A bis PLF 2017                                                                                    87 REVENUS FONCIERS Revenus fonciers                                            2015       2016       2017 N° de la mesure                                                           Mesure Déductions;Sport, jeunesse et vie associative / Sport (P219);;B;86
2018;120509;Impôt sur le revenu;depense_fiscale;Etalement sur quatre ans de l'imposition du montant des primes versées par l'Etat aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;;2015;2015;dépense fiscale non-bornée;dépense fiscale non-bornée;0 ménages;Ordre de grandeur;;Reconstitution de base taxable à partir de données autres que fiscales;163-0 A ter REVENUS FONCIERS Revenus fonciers                                    2016     2017       2018 N° de la mesure                                                          Mesure Exonérations;Sport, jeunesse et vie associative / Sport (P219);;B;86
2019;120509;Impôt sur le revenu;depense_fiscale;Etalement sur quatre ans de l'imposition du montant des primes versées par l'Etat aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;;2015;2015;dépense fiscale non-bornée;dépense fiscale non-bornée;167 ménages;Ordre de grandeur;;Reconstitution de base taxable à partir de données autres que fiscales;163-0 A ter PLF 2019                                                                                    93 REVENUS FONCIERS Revenus fonciers                                             2017       2018       2019 N° de la mesure                                                          Mesure Exonérations;Sport, jeunesse et vie associative / Sport (P219);;B;92
2020;120509;Impôt sur le revenu;depense_fiscale;Etalement sur quatre ans de l'imposition du montant des primes versées par l'Etat aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;;2015;2015;non borné;non bornée;;Ordre de grandeur;"Barème progressif de l'impôt sur le revenu dans la catégorie ""traitements et salaires"" de l'ensemble des revenus";Reconstitution de base taxable à partir de données autres que fiscales;code général des impôts 163-0 A ter;Sport, jeunesse et vie associative/ P219 Sport;;C;
2021;120509;Impôt sur le revenu;depense_fiscale;Etalement sur quatre ans de l'imposition du montant des primes versées par l'État aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;Aider les bénéficiaires de récompenses civiles et militaires;2015;2015;non borné;non bornée;Non déterminé;Ordre de grandeur;;Reconstitution de base taxable à partir de données autres que fiscales;code général des impôts 163-0 A ter;Sport, jeunesse et vie associative/ P219 Sport;;C;92
2022;120509;Impôt sur le revenu;depense_fiscale;Étalement sur quatre ans de l'imposition du montant des primes versées par l’État aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;Aider les bénéficiaires de récompenses civiles et militaires;2015;2015;non borné;non bornée;0 Ménages;Ordre de grandeur;;Reconstitution de base taxable à partir de données autres que fiscales;code général des impôts 163-0 A ter;Sport, jeunesse et vie associative/ P219 Sport;;C;92
2023;120509;Impôt sur le revenu;depense_fiscale;Etalement sur quatre ans de l'imposition du montant des primes versées par l'Etat aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;Aider les bénéficiaires de récompenses civiles et militaires;2015;2015;non borné;non bornée;200 Ménages;Ordre de grandeur;"Barème progressif de l'impôt sur le revenu dans la catégorie ""traitements et salaires"" de l'ensemble des revenus";Reconstitution de base taxable à partir de données autres que fiscales;code général des impôts 163-0 A ter;Sport, jeunesse et vie associative/ P219 Sport;;C;92
2024;120509;Impôt sur le revenu;depense_fiscale;Etalement sur quatre ans de l'imposition du montant des primes versées par l'Etat aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;Aider les bénéficiaires de récompenses civiles et militaires;2015;2015;non borné;non bornée;50 Ménages;Ordre de grandeur;"Barème progressif de l'impôt sur le revenu dans la catégorie ""traitements et salaires"" de l'ensemble des";Reconstitution de base taxable à partir de données autres que fiscales;code général des impôts 163-0 A ter;Sport, jeunesse et vie associative/ P219 Sport;;C;92
2025;120509;Impôt sur le revenu;depense_fiscale;Etalement sur quatre ans de l'imposition du montant des primes versées par l'Etat aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;Aider les bénéficiaires de récompenses civiles et militaires;2015;2015;non borné;non bornée;0 Ménages;Ordre de grandeur;"Barème progressif de l'impôt sur le revenu dans la catégorie ""traitements et salaires"" de l'ensemble des";Reconstitution de base taxable à partir de données autres que fiscales;code général des impôts 163-0 A ter;Sport, jeunesse et vie associative/ P219 Sport;;C;92
